sampno,perno,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner
156,1,REDACTED,2,4,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,15,0
156,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
158,1,,1,6,-1,4,2,10,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
158,2,,4,8,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
159,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
159,2,,1,6,-1,2,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
164,1,,1,4,-1,1,1,0,1,1,1,-1,28,140,5,1,4,-1,-1,0
164,2,,2,4,-1,2,1,0,2,1,1,-1,2,12,6,2,4,-1,-1,0
164,3,,1,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
165,1,,1,6,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0
166,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
166,2,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
167,1,,1,2,-1,4,2,2,1,1,7,-1,4,0,5,3,4,-1,-1,0
168,1,,2,6,-1,7,2,0,1,1,2,-1,5,20,5,2,4,-1,-1,0
168,2,,1,6,-1,8,1,0,1,1,2,-1,5,50,5,2,4,-1,-1,0
169,1,,1,2,-1,4,1,0,1,1,1,-1,60,600,5,2,4,-1,-1,0
169,2,,2,2,-1,4,2,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
172,1,,2,2,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
172,2,,1,2,-1,7,3,10,1,1,3,-1,120,0,5,1,4,-1,-1,0
174,1,,1,7,mixed,3,1,50,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
174,2,,2,2,-1,2,2,25,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
176,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
176,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
179,1,,1,6,-1,6,2,0,1,1,7,-1,1,4,5,2,4,-1,-1,0
179,2,,2,6,-1,8,1,0,2,1,1,-1,12,60,5,2,4,-1,-1,0
180,1,,2,6,-1,6,2,2,2,1,9,-1,7,0,2,3,4,-1,-1,0
182,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
182,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
184,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
184,2,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
185,1,,1,4,-1,2,1,1,1,1,1,-1,15,75,5,2,4,-1,-1,0
185,2,,2,4,-1,2,1,1,2,1,1,-1,3,9,3,2,4,-1,-1,0
187,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
188,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
188,2,,1,6,-1,8,1,0,5,1,1,-1,2,20,5,2,4,-1,-1,0
191,1,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
191,2,,1,6,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
192,1,,1,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
194,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
194,2,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
195,1,,1,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
195,2,,2,8,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
195,3,,2,8,-1,4,1,0,1,1,1,-1,5,150,7,2,3,-1,-1,0
197,1,,1,4,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
197,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
199,1,,2,6,-1,6,1,0,2,1,1,-1,7,70,5,2,4,-1,-1,0
199,2,,1,6,-1,3,1,0,1,1,1,-1,7,84,6,2,4,-1,-1,0
200,1,,4,8,-1,8,1,0,1,1,1,-1,50,500,5,2,4,-1,-1,0
202,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
202,2,,2,6,-1,6,1,0,1,1,1,-1,30,240,4,2,4,-1,-1,0
202,3,,1,6,-1,2,1,0,2,1,1,-1,2,33,6,2,4,-1,-1,0
203,1,,1,6,-1,8,1,0,1,1,2,-1,4,40,5,2,4,-1,-1,0
203,2,,2,6,-1,8,1,0,1,1,1,-1,50,500,5,2,2,1,5,0
204,1,,2,4,-1,4,1,2,1,1,1,-1,5,50,5,2,4,-1,-1,0
208,1,,1,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
208,2,,2,7,dutch,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
209,1,,2,8,-1,2,2,0,5,1,1,-1,1,10,5,2,4,-1,-1,0
209,2,,2,8,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,1,4,5,0
209,3,,1,8,-1,3,1,0,1,1,1,-1,1,10,5,2,4,-1,-1,0
211,1,,2,4,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
211,2,,1,4,-1,1,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
212,1,,1,8,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
212,2,,2,8,-1,5,3,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
214,1,,2,4,-1,4,5,0,5,1,1,-1,10,40,4,1,4,-1,-1,0
216,1,,1,2,-1,6,1,2,1,1,1,-1,12,60,5,2,4,-1,-1,0
216,2,,2,2,-1,6,1,1,1,1,1,-1,12,60,6,2,2,1,10,0
217,1,,1,6,-1,8,4,0,1,1,1,-1,20,80,4,2,4,-1,-1,0
217,2,,2,4,-1,8,4,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
218,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
218,2,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
220,1,,1,8,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
220,2,,2,8,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
220,3,,2,8,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
223,1,,1,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
223,2,,2,6,-1,6,1,0,1,1,1,-1,36,150,2,2,4,-1,-1,0
224,1,,2,7,"Asian, White",6,1,2,1,1,1,-1,43,172,4,2,4,-1,-1,0
224,2,,1,6,-1,6,3,8,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
225,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
225,2,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
226,1,,2,4,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
226,2,,1,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
229,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
229,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
230,1,,1,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
230,2,,2,4,-1,1,1,3,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
232,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
232,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
233,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
234,1,,1,6,-1,4,1,0,1,1,1,-1,7,70,5,1,4,-1,-1,0
234,2,,2,2,-1,6,1,0,1,1,1,-1,4,40,5,1,4,-1,-1,0
236,1,,1,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
236,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
238,1,,2,6,-1,4,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
239,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
239,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
240,1,,1,6,-1,6,1,0,1,1,1,-1,4,250,5,2,4,-1,-1,0
240,2,,2,4,-1,6,1,0,2,1,1,-1,12,60,4,2,4,-1,-1,0
240,3,,2,4,-1,5,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
240,4,,2,6,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
241,1,,1,4,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,35,0
241,2,,1,4,-1,2,4,0,1,1,2,-1,7,70,5,3,4,-1,-1,0
241,3,,2,4,-1,3,1,0,1,1,1,-1,16,96,3,2,4,-1,-1,0
241,4,,1,4,-1,2,1,0,1,1,1,-1,6,250,5,2,4,-1,-1,0
242,1,,1,2,-1,8,1,0,1,1,1,-1,10,40,4,2,4,-1,-1,0
242,2,,2,6,-1,8,1,0,1,1,1,-1,15,75,5,2,4,-1,-1,0
242,3,,1,7,mixed,4,2,5,2,1,7,-1,1,0,3,3,1,7,1,0
242,4,,2,7,mixed,1,1,0,2,1,1,-1,5,20,3,2,4,-1,-1,0
243,1,,1,6,-1,8,1,0,1,1,1,-1,14,140,5,1,4,-1,-1,0
243,2,,2,6,-1,6,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
245,1,,1,6,-1,6,1,0,5,1,1,-1,1,10,5,2,4,-1,-1,0
245,2,,2,6,-1,6,4,4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
246,1,,1,2,-1,8,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
246,2,,2,2,-1,8,3,13,1,1,2,-1,13,0,5,1,1,2,13,0
247,1,,1,4,-1,6,1,0,5,1,2,-1,30,220,4,2,4,-1,-1,0
247,2,,2,4,-1,5,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
247,3,,2,4,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
247,4,,2,4,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
247,5,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
249,1,,1,6,-1,7,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
249,2,,2,4,-1,5,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
250,1,,2,6,-1,6,1,2,3,1,1,-1,15,150,5,2,4,-1,-1,0
251,1,,2,2,-1,8,1,8,1,1,3,-1,20,40,5,2,4,-1,-1,0
251,2,,1,4,-1,6,1,0,1,1,2,-1,5,50,5,2,4,-1,-1,0
253,1,,1,8,-1,8,2,0,1,1,7,-1,1,0,5,3,4,-1,-1,0
253,2,,2,8,-1,7,2,0,2,1,1,-1,35,140,2,2,4,-1,-1,0
254,1,,2,6,-1,4,1,0,5,1,1,-1,25,200,4,2,4,-1,-1,0
254,2,,1,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
256,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
257,1,,1,5,-1,6,1,0,1,1,1,-1,10,45,5,2,4,-1,-1,0
257,2,,2,5,-1,6,4,0,1,1,2,-1,10,45,5,2,4,-1,-1,0
257,3,,2,5,-1,6,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
258,1,,1,4,-1,7,1,0,1,1,1,-1,15,150,5,2,3,-1,-1,0
258,2,,2,4,-1,6,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
258,3,,1,4,-1,1,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0
262,1,,2,6,-1,8,1,0,2,1,1,-1,4,24,3,2,4,-1,-1,0
262,2,,1,6,-1,8,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
262,3,,1,6,-1,4,1,0,2,1,1,-1,1,10,3,2,1,1,1,0
265,1,,2,6,-1,8,1,0,1,1,1,-1,13,150,5,2,4,-1,-1,0
265,2,,1,3,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
267,1,,1,6,-1,8,1,0,1,1,1,-1,7,45,5,2,4,-1,-1,1
267,2,,2,6,-1,7,3,14,1,1,3,-1,7,45,5,3,2,3,20,1
268,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
268,2,,2,6,-1,6,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0
270,1,,1,6,-1,8,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
270,2,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
271,1,,2,4,-1,7,1,0,2,1,1,-1,25,130,4,2,4,-1,-1,0
271,2,,1,6,-1,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
271,3,,1,6,-1,4,1,2,2,1,1,-1,20,60,3,2,4,-1,-1,0
271,4,,2,4,-1,5,1,0,1,1,1,-1,25,125,4,2,4,-1,-1,0
271,5,,1,6,-1,2,1,0,1,1,1,-1,30,200,5,2,4,-1,-1,0
272,1,,2,6,-1,5,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
272,2,,1,6,-1,7,2,10,1,1,4,-1,1,120,3,1,4,-1,-1,0
273,1,,2,4,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
273,2,,1,4,-1,3,1,0,1,1,1,-1,5,40,4,2,4,-1,-1,0
274,1,,2,6,-1,6,2,3,1,1,4,-1,2,10,5,1,4,-1,-1,0
275,1,,1,6,-1,8,1,0,1,1,1,-1,21,42,1,2,4,-1,-1,1
275,2,,2,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1
275,3,,1,6,-1,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1
276,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
277,1,,1,6,-1,8,1,0,5,1,1,-1,5,50,4,2,4,-1,-1,0
277,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
281,1,,1,2,-1,6,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
281,2,,2,2,-1,2,2,1,5,1,2,-1,6,72,6,2,4,-1,-1,0
282,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
282,2,,1,6,-1,6,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
284,1,,1,6,-1,2,2,4,1,1,4,-1,35,0,5,3,4,-1,-1,0
284,2,,1,7,MEXICAN & FILIPINO,8,4,2,1,1,5,-1,35,0,5,3,4,-1,-1,0
286,1,,1,6,-1,6,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
286,2,,2,6,-1,7,1,0,2,1,1,-1,25,150,3,2,2,1,45,0
286,3,,1,6,-1,6,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0
286,4,,1,6,-1,4,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0
289,1,,1,6,-1,5,1,0,2,1,1,-1,15,150,5,2,4,-1,-1,0
289,2,,2,6,-1,2,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0
289,3,,1,6,-1,1,1,0,5,1,1,-1,25,125,5,2,3,-1,-1,0
290,1,,2,2,-1,5,1,7,2,1,1,-1,4,50,4,2,4,-1,-1,0
291,1,,1,6,-1,6,1,0,1,1,1,-1,23,0,5,2,4,-1,-1,0
291,2,,2,6,-1,8,1,0,1,1,1,-1,8,0,5,2,4,-1,-1,0
292,1,,2,6,-1,5,1,0,2,1,1,-1,3,30,5,2,3,-1,-1,0
292,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
295,1,,2,4,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
295,2,,1,1,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
295,3,,1,6,-1,4,1,0,1,1,1,-1,200,740,2,2,4,-1,-1,0
296,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
296,2,,1,4,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
297,1,,1,6,-1,3,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
297,2,,2,6,-1,4,1,0,2,1,1,-1,30,300,5,2,4,-1,-1,0
299,1,,1,6,-1,5,1,0,1,1,1,-1,14,85,5,2,4,-1,-1,0
299,2,,2,2,-1,5,1,0,2,1,1,-1,16,80,5,2,4,-1,-1,0
300,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
302,1,,1,6,-1,8,1,0,1,1,1,-1,5,0,4,2,4,-1,-1,0
302,2,,2,6,-1,8,2,10,1,1,4,-1,12,0,5,3,4,-1,-1,0
303,1,,1,4,-1,5,1,1,1,1,1,-1,50,200,4,3,4,-1,-1,0
303,2,,2,6,-1,4,1,2,1,1,1,-1,20,80,4,2,4,-1,-1,0
303,3,,2,6,-1,1,4,1,2,1,2,-1,30,60,1,1,4,-1,-1,0
304,1,,2,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
305,1,,1,6,-1,8,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,1
305,2,,2,4,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,1
307,1,,2,6,-1,6,1,0,2,1,1,-1,40,320,4,2,4,-1,-1,0
307,2,,1,6,-1,6,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,0
308,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
308,2,,1,6,-1,2,1,0,1,1,1,-1,30,120,5,2,4,-1,-1,0
309,1,,1,6,-1,8,1,0,1,1,1,-1,12,120,5,1,4,-1,-1,0
309,2,,2,2,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
310,1,,1,6,-1,4,4,0,1,1,1,-1,10,50,5,2,4,-1,-1,0
310,2,,2,6,-1,4,1,0,1,1,1,-1,3,15,5,2,4,-1,-1,0
312,1,,1,4,-1,8,2,0,1,1,1,-1,10,60,3,2,4,-1,-1,0
314,1,,2,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0
314,2,,1,3,-1,2,1,8,1,1,1,-1,20,100,5,2,4,-1,-1,0
314,3,,2,6,-1,2,5,6,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
315,1,,2,2,-1,6,1,0,1,1,1,-1,14,70,5,2,4,-1,-1,0
315,2,,2,2,-1,6,1,0,1,1,1,-1,3,15,5,2,4,-1,-1,0
318,1,,1,7,HUMAN,4,4,0,1,1,1,-1,50,100,1,2,4,-1,-1,0
318,2,,2,7,HUMAN,5,1,0,5,1,1,-1,25,250,5,2,4,-1,-1,0
320,1,,1,6,-1,7,2,4,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
321,1,,1,6,-1,8,1,0,1,1,1,-1,50,500,5,2,4,-1,-1,0
321,2,,2,6,-1,7,1,0,2,1,1,-1,15,60,2,2,2,1,60,0
325,1,,1,4,-1,8,1,0,1,1,1,-1,9,108,7,2,4,-1,-1,1
325,2,,2,6,-1,7,1,0,1,1,1,-1,12,120,5,2,4,-1,-1,1
326,1,,1,2,-1,6,1,0,1,1,1,-1,39,275,4,1,4,-1,-1,0
326,2,,2,2,-1,2,1,0,1,1,1,-1,31,155,5,2,4,-1,-1,0
326,3,,2,2,-1,1,4,2,2,1,4,-1,32,0,3,3,4,-1,-1,0
327,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,2,25,0
327,2,,2,6,-1,6,1,0,1,1,1,-1,35,210,3,2,4,-1,-1,0
328,1,,2,6,-1,6,1,0,2,1,1,-1,40,240,3,2,4,-1,-1,0
328,2,,2,6,-1,7,1,0,1,1,1,-1,5,40,4,2,4,-1,-1,0
330,1,,1,6,-1,8,1,0,1,1,1,-1,28,280,5,3,4,-1,-1,0
330,2,,2,2,-1,6,1,0,2,1,1,-1,15,75,3,1,4,-1,-1,0
330,3,,2,6,-1,5,1,0,2,1,1,-1,10,50,3,2,1,1,10,0
331,1,,2,6,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
332,1,,1,4,-1,5,1,0,1,1,1,-1,5,40,5,2,4,-1,-1,0
334,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
336,1,,1,6,-1,8,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
336,2,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
337,1,,2,6,-1,7,1,1,1,1,1,-1,20,200,5,1,4,-1,-1,0
337,2,,1,5,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
338,1,,1,4,-1,6,1,0,1,1,1,-1,8,80,5,1,4,-1,-1,0
338,2,,2,8,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,10,0
338,3,,2,6,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,2,1,30,0
340,1,,2,6,-1,7,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
341,1,,1,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
341,2,,2,7,White/Hispanic,4,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
341,3,,2,4,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
341,4,,2,4,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
341,5,,1,4,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
342,1,,2,1,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
342,2,,1,1,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
343,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
343,2,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
344,1,,1,6,-1,6,1,0,1,1,1,-1,16,160,5,2,4,-1,-1,0
344,2,,2,2,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0
345,1,,1,6,-1,6,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
347,1,,2,6,-1,8,1,0,1,1,1,-1,7,42,3,2,4,-1,-1,0
347,2,,1,6,-1,8,1,0,1,1,1,-1,7,56,4,2,4,-1,-1,0
348,1,,2,3,-1,5,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
352,1,,2,4,-1,2,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
352,2,,1,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
352,3,,1,4,-1,5,2,0,2,2,-1,-1,-1,-1,-1,-1,2,2,64,0
352,4,,2,4,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
357,1,,1,2,-1,7,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0
357,2,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
358,1,,2,6,-1,6,1,0,1,1,1,-1,6,54,4,2,4,-1,-1,0
358,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
360,1,,1,6,-1,6,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
360,2,,2,1,-1,6,2,10,1,1,3,-1,10,0,5,3,4,-1,-1,0
362,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
362,2,,1,4,-1,6,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0
363,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
363,2,,2,2,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
364,1,,1,4,-1,2,1,5,1,1,2,-1,50,500,5,2,4,-1,-1,0
364,2,,2,4,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,40,0
366,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
367,1,,1,2,-1,6,1,0,1,1,1,-1,32,32,4,2,4,-1,-1,0
367,2,,2,2,-1,6,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
367,3,,4,2,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
367,4,,4,2,-1,6,1,0,1,1,1,-1,10,10,5,2,4,-1,-1,0
369,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
369,2,,2,2,-1,8,1,0,1,1,1,-1,10,50,5,2,4,-1,-1,0
369,3,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,15,0
369,4,,1,6,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,1,9,0,0
370,1,,2,6,-1,6,1,0,2,1,1,-1,3,24,4,2,4,-1,-1,0
370,2,,1,6,-1,8,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0
370,3,,2,6,-1,1,1,0,2,1,1,-1,5,20,2,2,4,-1,-1,0
371,1,,2,6,-1,6,1,0,1,1,1,-1,3,18,3,2,4,-1,-1,0
373,1,,2,6,-1,8,1,0,1,1,1,-1,11,60,5,2,4,-1,-1,0
375,1,,2,6,-1,3,2,0,2,1,1,-1,6,12,2,2,4,-1,-1,0
375,2,,1,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
376,1,,1,2,-1,3,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
376,2,,2,2,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
376,3,,1,2,-1,6,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0
376,4,,2,2,-1,3,3,0,2,1,1,-1,10,80,4,1,4,-1,-1,0
377,1,,2,4,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0
