sampno,perno,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner
5602,3,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,50,0
5602,4,,2,4,-1,5,5,0,1,1,2,-1,2,10,5,2,4,-1,-1,0
5604,1,,2,5,-1,6,1,0,2,1,1,-1,12,120,5,2,4,-1,-1,0
5604,2,,1,5,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5604,3,,2,6,-1,6,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
5606,1,,1,6,-1,6,1,0,1,1,1,-1,35,400,5,2,4,-1,-1,0
5608,1,,1,4,-1,8,1,2,1,1,1,-1,3,6,2,2,4,-1,-1,0
5609,1,,1,1,-1,5,1,0,2,1,1,-1,4,20,5,1,2,6,0,0
5609,2,,1,6,-1,6,2,1,2,1,4,-1,10,70,7,2,1,6,2,0
5609,3,,1,5,-1,3,2,0,2,2,-1,-1,-1,-1,-1,-1,3,-1,-1,0
5609,4,,1,6,-1,4,5,0,1,2,-1,-1,-1,-1,-1,-1,1,4,92,0
5609,5,,3,5,-1,2,2,0,2,2,-1,-1,-1,-1,-1,-1,2,3,92,0
5609,6,,2,1,-1,3,2,9,1,2,-1,-1,-1,-1,-1,-1,3,-1,-1,0
5613,1,,1,6,-1,6,1,2,1,1,1,-1,50,500,5,2,1,1,100,0
5613,2,,2,6,-1,2,5,5,4,-1,-1,-1,-1,-1,-1,-1,1,3,10,0
5613,3,,1,6,-1,3,1,55,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5615,1,,2,6,-1,7,2,0,1,1,5,-1,1,0,5,3,1,5,1,0
5616,1,,1,2,-1,7,1,7,1,1,1,-1,20,150,7,3,4,-1,-1,0
5616,2,,2,2,-1,6,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5617,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5617,2,,1,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5622,1,,2,2,-1,6,1,16,1,1,1,-1,20,100,4,2,3,-1,-1,0
5622,2,,1,2,-1,2,1,20,1,1,1,-1,35,300,5,2,2,1,15,0
5623,1,,1,2,-1,6,2,5,2,1,2,-1,10,100,4,1,4,-1,-1,0
5627,1,,2,2,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5627,2,,1,2,-1,2,1,0,2,1,1,-1,30,30,1,2,2,1,15,0
5627,3,,2,2,-1,4,1,0,1,1,1,-1,8,40,5,2,4,-1,-1,0
5627,4,,1,2,-1,6,1,0,1,1,1,-1,15,75,5,2,4,-1,-1,0
5627,5,,1,2,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5631,1,,1,2,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,1,5,21,0
5631,2,,2,2,-1,6,1,1,1,1,1,-1,12,80,6,2,4,-1,-1,0
5631,3,,1,2,-1,2,1,0,1,1,1,-1,0,30,6,2,4,-1,-1,0
5631,4,,2,2,-1,5,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5631,5,,1,2,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5632,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5632,2,,1,6,-1,3,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5639,1,,2,2,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5639,2,,2,2,-1,6,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5641,1,,1,6,-1,6,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
5641,2,,2,6,-1,6,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0
5646,1,,2,6,-1,3,1,0,1,1,1,-1,20,160,4,2,3,-1,-1,0
5647,1,,1,1,-1,2,2,3,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5647,2,,1,6,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5647,3,,1,6,-1,2,1,3,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5648,1,,1,6,-1,2,1,2,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5651,1,,1,4,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
5651,2,,1,4,-1,6,2,4,1,1,1,-1,10,100,5,2,4,-1,-1,0
5655,1,,1,4,-1,2,1,2,1,1,1,-1,7,78,5,2,4,-1,-1,0
5655,2,,2,4,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5660,1,,2,4,-1,4,1,1,1,1,1,-1,15,100,5,2,4,-1,-1,0
5660,2,,1,4,-1,2,1,0,1,1,1,-1,20,200,5,2,3,-1,-1,0
5661,1,,1,1,-1,4,3,0,5,1,2,-1,30,120,4,1,4,-1,-1,0
5661,2,,1,1,-1,4,3,0,5,1,2,-1,30,120,4,2,4,-1,-1,0
5661,3,,2,1,-1,1,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5661,4,,1,1,-1,2,1,0,5,1,2,-1,30,120,1,2,4,-1,-1,0
5662,1,,2,4,-1,2,1,0,2,2,-1,-1,-1,-1,-1,-1,2,1,10,0
5662,2,,1,4,-1,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5663,1,,1,6,-1,8,1,1,1,1,1,-1,10,100,5,2,4,-1,-1,0
5663,2,,2,2,-1,7,5,10,1,1,3,-1,20,0,5,3,4,-1,-1,0
5664,1,,2,6,-1,5,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
5666,1,,1,6,-1,5,1,5,1,1,1,-1,100,1000,6,2,4,-1,-1,0
5666,2,,2,6,-1,8,1,3,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5667,1,,2,4,-1,8,1,0,1,1,1,-1,20,90,5,1,4,-1,-1,0
5667,2,,1,4,-1,6,1,0,1,1,1,-1,5,20,4,2,4,-1,-1,0
5667,3,,2,4,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5672,1,,2,6,-1,4,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
5672,2,,1,2,-1,6,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0
5674,1,,4,6,-1,4,3,0,3,2,-1,-1,-1,-1,-1,-1,2,6,4,0
5674,2,,3,5,-1,2,4,0,3,1,4,-1,6,3,5,2,2,6,3,0
5675,1,,1,3,-1,5,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
5675,2,,2,5,-1,5,2,20,2,1,1,-1,5,20,4,2,4,-1,-1,0
5676,1,,1,6,-1,3,1,0,1,1,1,-1,10,0,5,2,4,-1,-1,0
5676,2,,2,6,-1,8,1,0,1,1,1,-1,5,0,5,2,4,-1,-1,0
5677,1,,2,6,-1,6,1,0,2,1,1,-1,5,40,5,2,4,-1,-1,0
5677,2,,1,6,-1,2,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
5679,1,,1,1,-1,4,2,2,5,1,6,-1,2,12,5,1,1,6,1,0
5679,2,,1,4,-1,7,1,4,3,1,6,-1,8,40,5,2,3,-1,-1,0
5680,1,,2,6,-1,6,2,10,1,1,2,-1,40,320,4,3,4,-1,-1,0
5680,2,,1,4,-1,4,4,10,4,-1,-1,-1,-1,-1,-1,-1,1,4,2,0
5682,1,,2,6,-1,8,1,1,1,1,1,-1,7,70,5,2,4,-1,-1,0
5682,2,,1,6,-1,4,1,0,1,1,1,-1,5,300,5,2,4,-1,-1,0
5687,1,,2,4,-1,6,1,0,1,1,1,-1,30,90,3,2,4,-1,-1,0
5687,2,,1,4,-1,2,2,0,2,1,1,-1,3,12,4,2,4,-1,-1,0
5687,3,,2,4,-1,5,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5688,1,,2,3,-1,5,1,5,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5688,2,,2,3,-1,2,4,5,4,-1,-1,-1,-1,-1,-1,-1,1,4,15,0
5688,3,,1,3,-1,1,4,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5690,1,,2,2,-1,8,1,0,1,1,1,-1,4,40,5,2,4,-1,-1,0
5690,2,,1,4,-1,8,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
5691,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5691,2,,1,6,-1,5,1,0,1,1,1,-1,45,315,7,2,4,-1,-1,0
5692,1,,1,6,-1,2,1,0,2,1,1,-1,30,500,7,2,4,-1,-1,0
5692,2,,2,6,-1,1,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5693,1,,1,4,-1,6,1,2,1,1,2,-1,2,10,5,1,4,-1,-1,0
5693,2,,2,4,-1,6,1,2,1,1,1,-1,2,10,5,1,4,-1,-1,0
5695,1,,2,6,-1,8,1,0,1,1,1,-1,5,5,5,3,4,-1,-1,1
5695,2,,1,6,-1,8,1,0,1,1,1,-1,10,10,4,3,4,-1,-1,1
5696,1,,2,2,-1,6,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5696,2,,1,2,-1,8,1,0,1,1,1,-1,1,10,5,2,4,-1,-1,0
5700,1,,2,2,-1,6,1,0,1,1,1,-1,20,140,7,2,3,-1,-1,0
5701,1,,1,4,-1,4,1,0,1,1,1,-1,17,140,5,2,4,-1,-1,0
5701,2,,2,4,-1,5,2,0,2,1,1,-1,10,70,3,2,4,-1,-1,0
5701,3,,1,4,-1,2,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5702,1,,2,4,-1,1,1,10,1,1,1,-1,10,50,1,1,2,1,5,0
5702,2,,2,4,-1,1,1,5,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5703,1,,2,6,-1,4,2,4,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5703,2,,1,6,-1,6,1,8,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5705,1,,2,6,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5705,2,,2,6,-1,2,1,0,1,1,1,-1,5,40,5,2,4,-1,-1,0
5706,1,,2,2,-1,6,1,5,1,1,1,-1,10,100,5,2,4,-1,-1,0
5706,2,,1,2,-1,6,1,1,1,1,1,-1,5,50,1,2,4,-1,-1,0
5708,1,,1,6,-1,4,1,0,2,1,1,-1,10,60,3,2,4,-1,-1,0
5708,2,,2,8,-1,4,2,0,2,1,1,-1,8,20,2,2,2,1,16,0
5719,1,,2,6,-1,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5719,2,,1,6,-1,6,1,0,1,1,1,-1,12,125,5,2,4,-1,-1,0
5720,1,,2,2,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5722,1,,1,2,-1,6,1,0,1,1,1,-1,7,84,6,2,4,-1,-1,0
5724,1,,2,6,-1,5,2,6,2,1,4,-1,4,36,3,1,4,-1,-1,0
5724,2,,1,6,-1,4,1,2,1,1,1,-1,15,135,4,2,4,-1,-1,0
5725,1,,2,8,-1,4,2,0,1,1,1,-1,10,50,7,2,3,-1,-1,0
5728,1,,2,6,-1,5,1,0,1,1,1,-1,20,200,5,1,1,1,7,0
5728,2,,1,6,-1,4,1,3,1,1,1,-1,15,150,5,1,1,1,7,0
5731,1,,2,6,-1,5,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0
5731,2,,1,6,-1,4,1,0,1,1,1,-1,1,50,7,2,4,-1,-1,0
5732,1,,2,4,-1,6,1,0,1,1,1,-1,2,0,5,2,4,-1,-1,0
5732,2,,1,2,-1,6,1,0,1,1,1,-1,2,0,5,3,4,-1,-1,0
5735,1,,1,2,-1,8,1,2,1,1,1,-1,7,140,5,2,4,-1,-1,0
5735,2,,2,4,-1,8,1,2,1,1,1,-1,30,300,5,2,4,-1,-1,0
5735,3,,2,4,-1,4,1,2,2,1,1,-1,25,200,5,2,2,1,20,0
5737,1,,1,6,-1,2,1,0,1,1,1,-1,10,50,5,2,4,-1,-1,0
5738,1,,2,2,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5738,2,,1,6,-1,6,2,8,1,1,4,-1,12,80,1,2,4,-1,-1,0
5739,1,,2,7,mixed,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5739,2,,2,4,-1,4,4,0,1,1,8,uber,4,0,4,3,4,-1,-1,0
5739,3,,2,6,-1,2,1,0,1,1,1,-1,1,6,6,2,4,-1,-1,0
5742,1,,2,3,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5745,1,,2,4,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5745,2,,1,6,-1,6,1,0,1,1,2,-1,5,25,5,1,4,-1,-1,0
5753,1,,2,6,-1,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5753,2,,1,6,-1,3,1,0,1,1,1,-1,1,5,4,2,4,-1,-1,0
5754,1,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,20,0
5754,2,,2,2,-1,4,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0
5754,3,,1,2,-1,4,2,20,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5755,1,,2,2,-1,6,1,0,1,1,1,-1,15,100,5,2,4,-1,-1,0
5755,2,,1,2,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
5755,3,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5755,4,,1,3,-1,6,1,0,1,1,1,-1,30,250,6,2,4,-1,-1,0
5758,1,,1,2,-1,3,1,2,1,1,1,-1,12,86,3,1,4,-1,-1,0
5759,1,,1,4,-1,6,1,0,1,1,1,-1,13,75,5,2,4,-1,-1,0
5759,2,,1,4,-1,6,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5759,3,,1,4,-1,6,3,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5759,4,,1,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5762,1,,1,2,-1,4,1,10,1,1,2,-1,30,5,5,2,4,-1,-1,0
5762,2,,2,2,-1,6,2,10,1,1,2,-1,15,150,5,2,4,-1,-1,0
5762,3,,2,2,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,1,5,0,0
5762,4,,1,2,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,1,5,0,0
5763,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5763,2,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5765,1,,2,6,-1,6,1,0,2,1,1,-1,2,10,5,2,4,-1,-1,0
5765,2,,1,6,-1,6,1,0,1,1,8,Company car,25,125,5,3,4,-1,-1,0
5766,1,,1,4,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5766,2,,2,4,-1,2,1,0,2,1,1,-1,25,200,6,2,4,-1,-1,0
5766,3,,1,6,-1,2,4,0,1,1,7,-1,5,50,5,3,4,-1,-1,0
5766,4,,2,4,-1,6,1,0,1,1,1,-1,10,300,5,2,4,-1,-1,0
5770,1,,2,3,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5770,2,,2,3,-1,6,1,6,3,1,1,-1,4,40,5,1,4,-1,-1,0
5772,1,,2,2,-1,5,2,1,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5774,1,,2,1,-1,2,3,2,2,1,4,-1,5,50,5,3,4,-1,-1,0
5780,1,,2,1,-1,5,1,10,1,1,3,-1,10,50,6,1,4,-1,-1,0
5780,2,,2,6,-1,2,4,10,1,1,3,-1,20,0,5,3,4,-1,-1,0
5780,3,,1,3,-1,4,1,3,2,1,1,-1,10,80,5,2,4,-1,-1,0
5782,1,,2,6,-1,6,1,10,1,1,1,-1,15,150,5,2,4,-1,-1,0
5782,2,,1,2,-1,7,2,6,1,1,1,-1,20,120,3,2,3,-1,-1,0
5786,1,,1,6,-1,5,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5788,1,,2,4,-1,4,2,0,2,1,2,-1,0,0,3,1,4,-1,-1,0
5788,2,,1,4,-1,4,1,0,1,1,1,-1,15,200,5,2,4,-1,-1,0
5790,1,,1,2,-1,8,4,10,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5790,2,,2,2,-1,6,4,5,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5792,1,,2,6,-1,5,1,0,1,1,1,-1,15,90,5,2,4,-1,-1,0
5792,2,,1,6,-1,5,1,0,1,1,1,-1,12,60,5,2,4,-1,-1,0
5793,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5793,2,,1,2,-1,6,1,0,1,1,1,-1,15,210,5,2,4,-1,-1,0
5793,3,,2,7,asian/white,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5794,1,,2,2,-1,6,2,0,1,1,1,-1,11,100,2,2,4,-1,-1,0
5794,2,,2,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5794,3,,1,2,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5795,1,,2,4,-1,6,1,2,1,1,1,-1,12,60,1,2,4,-1,-1,0
5795,2,,1,4,-1,6,1,2,1,1,1,-1,12,60,1,2,4,-1,-1,0
5796,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5796,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5797,1,,1,6,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5797,2,,2,4,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5797,3,,2,6,-1,1,1,0,5,1,1,-1,5,20,5,2,4,-1,-1,0
5797,4,,2,6,-1,1,1,0,2,1,1,-1,2,7,4,2,4,-1,-1,0
5798,1,,2,6,-1,6,1,0,1,1,1,-1,32,192,6,2,4,-1,-1,0
5798,2,,1,6,-1,6,1,0,1,1,1,-1,37,200,6,2,4,-1,-1,0
5798,3,,1,6,-1,2,4,0,5,2,-1,-1,-1,-1,-1,-1,1,2,12,0
5799,1,,2,6,-1,6,1,0,1,1,1,-1,15,75,5,2,4,-1,-1,0
5800,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5800,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5802,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5803,1,,1,6,-1,8,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0
5803,2,,2,6,-1,8,1,0,2,1,1,-1,17,115,3,2,4,-1,-1,0
5804,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5804,2,,1,6,-1,4,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
5804,3,,2,4,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5805,1,,2,6,-1,3,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5805,2,,1,6,-1,4,1,0,2,1,1,-1,3,12,4,2,4,-1,-1,0
5810,1,,1,6,-1,4,1,4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5810,2,,1,6,-1,8,1,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5811,1,,2,6,-1,3,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0
5811,2,,1,6,-1,2,4,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5813,1,,1,6,-1,4,1,4,2,1,1,-1,12,110,4,1,4,-1,-1,0
5813,2,,2,4,-1,4,3,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5814,1,,1,6,-1,6,1,3,1,1,1,-1,30,180,6,2,4,-1,-1,0
5814,2,,2,6,-1,6,1,5,2,1,1,-1,25,125,5,2,4,-1,-1,0
5816,1,,1,2,-1,6,5,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5816,2,,1,2,-1,5,5,2,4,-1,-1,-1,-1,-1,-1,-1,2,4,4,0
5816,3,,2,2,-1,5,5,2,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0
5816,4,,2,2,-1,6,1,0,1,1,1,-1,30,120,4,3,4,-1,-1,0
5816,5,,2,2,-1,6,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5816,6,,2,2,-1,6,1,0,3,1,1,-1,20,100,5,2,4,-1,-1,0
5816,7,,2,2,-1,6,1,0,1,1,1,-1,30,120,4,3,4,-1,-1,0
5818,1,,2,2,-1,8,2,2,1,1,2,-1,20,300,2,1,4,-1,-1,0
5818,2,,1,2,-1,6,1,5,1,1,1,-1,10,100,5,2,4,-1,-1,0
5825,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5825,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,5,0
5827,1,,2,6,-1,8,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
5828,1,,1,2,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5829,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5829,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5830,1,,1,6,-1,4,1,0,1,1,1,-1,35,280,4,2,4,-1,-1,0
5831,1,,2,6,-1,7,1,2,1,1,2,-1,10,100,5,2,4,-1,-1,0
5831,2,,1,6,-1,7,2,4,1,1,2,-1,3,25,5,1,1,4,7,0
5832,1,,2,6,-1,7,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5832,2,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5833,1,,1,2,-1,6,1,0,1,1,1,-1,26,300,5,2,4,-1,-1,0
5833,2,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5834,1,,2,6,-1,6,1,0,5,1,1,-1,20,200,5,2,4,-1,-1,0
5834,2,,1,6,-1,2,1,0,2,1,1,-1,15,120,4,2,4,-1,-1,0
5834,3,,1,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0
5835,1,,1,4,-1,4,1,0,1,1,1,-1,12,125,5,2,4,-1,-1,0
5835,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5835,3,,2,6,-1,2,1,0,2,1,1,-1,12,125,5,2,4,-1,-1,0
5835,4,,1,4,-1,2,1,0,1,1,1,-1,12,125,5,2,4,-1,-1,0
5838,1,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5838,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5840,1,,2,6,-1,5,1,2,1,2,-1,-1,-1,-1,-1,-1,1,1,20,0
5840,2,,2,6,-1,7,1,0,1,1,1,-1,20,400,5,2,4,-1,-1,0
5841,1,,2,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5841,2,,1,2,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5842,1,,2,6,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
5842,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5843,1,,2,3,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5843,2,,1,3,-1,4,1,0,1,1,1,-1,8,40,5,2,4,-1,-1,0
5843,3,,2,3,-1,2,5,0,1,1,8,dropped off by family member,1,5,5,3,4,-1,-1,0
5846,1,,1,6,-1,4,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0
5846,2,,2,6,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5847,1,,2,6,-1,8,2,0,2,1,1,-1,15,30,1,2,4,-1,-1,0
5847,2,,2,4,-1,6,1,0,1,1,1,-1,5,25,5,2,4,-1,-1,0
5848,1,,2,6,-1,2,1,6,1,1,3,-1,55,100,3,1,4,-1,-1,0
5848,2,,1,6,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0
5851,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5853,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5853,2,,1,6,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0
5855,1,,2,2,-1,7,2,8,1,1,4,-1,8,16,5,3,4,-1,-1,0
5855,2,,2,2,-1,8,3,12,1,1,4,-1,10,120,6,3,4,-1,-1,0
5857,1,,2,2,-1,4,2,4,2,1,5,-1,1,0,3,3,1,4,1,0
5858,1,,2,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5858,2,,1,6,-1,6,1,0,1,1,1,-1,17,60,5,2,4,-1,-1,0
5859,1,,1,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5859,2,,2,4,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,2,1,20,0
5861,1,,1,6,-1,5,1,5,1,1,1,-1,5,70,5,2,4,-1,-1,0
5861,2,,2,6,-1,8,1,4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5862,1,,1,2,-1,8,1,5,1,1,1,-1,15,75,5,2,4,-1,-1,0
5862,2,,2,2,-1,8,4,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5864,1,,2,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5864,2,,1,4,-1,4,5,6,2,1,4,-1,15,60,2,3,4,-1,-1,0
5865,1,,2,6,-1,5,2,5,1,1,4,-1,8,0,5,3,4,-1,-1,0
5865,2,,1,4,-1,6,2,5,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5865,3,,2,6,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5866,1,,2,6,-1,4,1,0,2,1,1,-1,20,160,4,2,4,-1,-1,0
5866,2,,2,6,-1,4,1,25,2,1,1,-1,25,250,5,2,2,1,5,0
5868,1,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5868,2,,1,2,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5869,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5869,2,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0
5872,1,,2,1,-1,2,1,0,1,1,1,-1,10,150,2,2,4,-1,-1,0
